time,x,y,z,shot
2927625195,638,300,-562,Forehand Drive Volley
2927625205,625,356,-582,Forehand Drive Volley
2927625215,645,330,-564,Forehand Drive Volley
2927625225,642,397,-593,Forehand Drive Volley
2927625235,576,415,-612,Forehand Drive Volley
2927625245,563,382,-639,Forehand Drive Volley
2927625255,656,327,-670,Forehand Drive Volley
2927625265,691,321,-704,Forehand Drive Volley
2927625275,743,379,-707,Forehand Drive Volley
2927625285,777,335,-703,Forehand Drive Volley
2927625295,758,408,-698,Forehand Drive Volley
2927625305,722,379,-687,Forehand Drive Volley
2927625315,667,328,-689,Forehand Drive Volley
2927625325,530,336,-719,Forehand Drive Volley
2927625335,513,390,-595,Forehand Drive Volley
2927625345,494,428,-649,Forehand Drive Volley
2927625355,596,124,-728,Forehand Drive Volley
2927625365,525,-197,17,Forehand Drive Volley
2927625375,39,299,-1129,Forehand Drive Volley
2927625385,468,891,-653,Forehand Drive Volley
2927625395,979,428,-677,Forehand Drive Volley
2927625405,1089,350,-684,Forehand Drive Volley
2927625415,929,564,-725,Forehand Drive Volley
2927625425,722,478,-683,Forehand Drive Volley
2927625435,583,305,-575,Forehand Drive Volley
2927625445,520,327,-506,Forehand Drive Volley
2927625455,536,375,-530,Forehand Drive Volley
2927625465,607,387,-571,Forehand Drive Volley
2927625475,689,417,-588,Forehand Drive Volley
2927625485,722,425,-588,Forehand Drive Volley
2927625495,697,392,-586,Forehand Drive Volley
2927625505,653,384,-562,Forehand Drive Volley
2927625515,636,391,-542,Forehand Drive Volley
2927625525,650,391,-553,Forehand Drive Volley
2927625535,671,398,-557,Forehand Drive Volley
2927625545,690,403,-580,Forehand Drive Volley
2927625555,683,402,-589,Forehand Drive Volley
2927625565,665,399,-596,Forehand Drive Volley
2927625575,652,413,-593,Forehand Drive Volley
2927625585,650,412,-594,Forehand Drive Volley
2927625595,665,402,-608,Forehand Drive Volley
2927625605,666,412,-625,Forehand Drive Volley
2927625615,663,416,-640,Forehand Drive Volley
2927625625,656,415,-630,Forehand Drive Volley
2927625635,643,419,-635,Forehand Drive Volley
2927625645,634,413,-622,Forehand Drive Volley
2927625655,641,401,-615,Forehand Drive Volley
2927625665,654,399,-621,Forehand Drive Volley
2927625675,650,413,-614,Forehand Drive Volley
2927625685,656,421,-625,Forehand Drive Volley
2927625699,651,424,-618,Forehand Drive Volley
2927625709,640,424,-620,Forehand Drive Volley
2927625719,625,429,-612,Forehand Drive Volley
2927625729,622,434,-608,Forehand Drive Volley
2927625739,618,434,-594,Forehand Drive Volley
2927625749,631,420,-604,Forehand Drive Volley
2927625759,636,412,-586,Forehand Drive Volley
2927625769,636,403,-588,Forehand Drive Volley
2927625779,625,420,-594,Forehand Drive Volley
2927625789,615,425,-619,Forehand Drive Volley
2927625799,608,416,-614,Forehand Drive Volley
2927625809,601,403,-615,Forehand Drive Volley
2927625819,595,400,-606,Forehand Drive Volley
2927625829,586,408,-593,Forehand Drive Volley
2927625839,593,405,-575,Forehand Drive Volley
2927625849,604,400,-555,Forehand Drive Volley
2927625859,617,395,-550,Forehand Drive Volley
2927625869,623,387,-533,Forehand Drive Volley
2927625879,623,359,-545,Forehand Drive Volley
2927625889,616,354,-535,Forehand Drive Volley
2927625899,603,337,-540,Forehand Drive Volley
2927625909,573,327,-499,Forehand Drive Volley
2927625919,559,295,-501,Forehand Drive Volley
2927625929,540,263,-483,Forehand Drive Volley
2927625939,501,252,-426,Forehand Drive Volley
2927625949,457,237,-391,Forehand Drive Volley
2927625959,426,241,-353,Forehand Drive Volley
2927625969,373,259,-381,Forehand Drive Volley
2927625979,345,271,-339,Forehand Drive Volley
2927625989,333,255,-385,Forehand Drive Volley
2927625999,342,293,-404,Forehand Drive Volley
2927626009,325,331,-431,Forehand Drive Volley
2927626019,298,328,-455,Forehand Drive Volley
2927626029,277,288,-419,Forehand Drive Volley
2927626039,259,273,-407,Forehand Drive Volley
2927626049,189,342,-456,Forehand Drive Volley
2927626059,150,412,-525,Forehand Drive Volley
2927626069,185,455,-541,Forehand Drive Volley
2927626079,228,478,-526,Forehand Drive Volley
2927626089,262,498,-526,Forehand Drive Volley
2927626099,239,607,-520,Forehand Drive Volley
2927626109,231,770,-510,Forehand Drive Volley
2927626119,222,957,-506,Forehand Drive Volley
2927626129,196,1094,-548,Forehand Drive Volley
2927626139,185,1106,-543,Forehand Drive Volley
2927626149,205,1005,-522,Forehand Drive Volley
2927626159,247,971,-514,Forehand Drive Volley
2927626169,272,977,-540,Forehand Drive Volley
2927626179,303,944,-517,Forehand Drive Volley
2927626189,356,970,-470,Forehand Drive Volley
2927626203,375,1137,-441,Forehand Drive Volley
2927626213,380,1264,-399,Forehand Drive Volley
2927626223,350,1304,-416,Forehand Drive Volley
2927626233,332,1286,-465,Forehand Drive Volley
2927626243,305,1204,-449,Forehand Drive Volley
2927626253,272,1129,-454,Forehand Drive Volley
2927626263,241,1167,-380,Forehand Drive Volley
2927626273,197,1234,-324,Forehand Drive Volley
2927626283,229,1326,-305,Forehand Drive Volley
2927626293,266,1399,-292,Forehand Drive Volley
2927626303,326,1396,-348,Forehand Drive Volley
2927626313,386,1317,-389,Forehand Drive Volley
2927626323,394,1244,-422,Forehand Drive Volley
2927626333,363,1212,-430,Forehand Drive Volley
2927626343,302,1107,-391,Forehand Drive Volley
2927626353,250,1081,-339,Forehand Drive Volley
2927626363,255,1113,-248,Forehand Drive Volley
2927626373,286,1165,-203,Forehand Drive Volley
2927626383,319,1193,-174,Forehand Drive Volley
2927626393,344,1192,-129,Forehand Drive Volley
2927626403,323,1169,-137,Forehand Drive Volley
2927626413,293,1133,-112,Forehand Drive Volley
2927626423,290,1063,-119,Forehand Drive Volley
2927626433,295,997,-129,Forehand Drive Volley
2927626443,325,973,-127,Forehand Drive Volley
2927626453,348,952,-109,Forehand Drive Volley
2927626463,357,947,-108,Forehand Drive Volley
2927626473,375,956,-95,Forehand Drive Volley
2927626483,397,990,-93,Forehand Drive Volley
2927626493,417,1048,-86,Forehand Drive Volley
2927626503,439,1042,-104,Forehand Drive Volley
2927626513,442,1030,-96,Forehand Drive Volley
2927626523,432,994,-103,Forehand Drive Volley
2927626533,423,978,-130,Forehand Drive Volley
2927626543,429,953,-157,Forehand Drive Volley
2927626553,438,918,-193,Forehand Drive Volley
2927626563,434,916,-194,Forehand Drive Volley
2927626573,417,905,-190,Forehand Drive Volley
2927626583,414,900,-183,Forehand Drive Volley
2927626593,407,897,-180,Forehand Drive Volley
2927626603,404,858,-164,Forehand Drive Volley
2927626613,405,819,-191,Forehand Drive Volley
2927626623,405,831,-188,Forehand Drive Volley
2927626633,402,861,-181,Forehand Drive Volley
2927626643,389,888,-183,Forehand Drive Volley
2927626653,403,900,-242,Forehand Drive Volley
2927626663,408,903,-319,Forehand Drive Volley
2927626673,414,900,-268,Forehand Drive Volley
2927626683,399,872,-207,Forehand Drive Volley
2927626693,383,852,-189,Forehand Drive Volley
2927626707,391,847,-162,Forehand Drive Volley
2927626717,387,862,-157,Forehand Drive Volley
2927626727,378,877,-146,Forehand Drive Volley
2927626737,359,890,-162,Forehand Drive Volley
2927626747,333,913,-229,Forehand Drive Volley
2927626757,354,917,-275,Forehand Drive Volley
2927626767,324,961,-234,Forehand Drive Volley
2927626777,378,867,-235,Forehand Drive Volley
2927626787,409,769,-246,Forehand Drive Volley
2927626797,420,751,-207,Forehand Drive Volley
2927626807,367,634,-152,Forehand Drive Volley
2927626817,302,672,-39,Forehand Drive Volley
2927626827,318,589,-39,Forehand Drive Volley
2927626837,340,532,-38,Forehand Drive Volley
2927626847,380,678,-182,Forehand Drive Volley
2927626857,379,768,-348,Forehand Drive Volley
2927626867,380,656,-376,Forehand Drive Volley
2927626877,396,449,-291,Forehand Drive Volley
2927626887,381,341,-299,Forehand Drive Volley
2927626897,342,345,-346,Forehand Drive Volley
2927626907,329,365,-330,Forehand Drive Volley
2927626917,330,492,-290,Forehand Drive Volley
2927626927,361,438,-249,Forehand Drive Volley
2927626937,365,357,-308,Forehand Drive Volley
2927626947,356,443,-397,Forehand Drive Volley
2927626957,426,494,-419,Forehand Drive Volley
2927626967,472,518,-430,Forehand Drive Volley
2927626977,450,543,-505,Forehand Drive Volley
2927626987,431,672,-603,Forehand Drive Volley
2927626997,532,679,-689,Forehand Drive Volley
2927627007,583,776,-755,Forehand Drive Volley
2927627017,617,802,-744,Forehand Drive Volley
2927627027,665,827,-756,Forehand Drive Volley
2927627037,720,829,-758,Forehand Drive Volley
2927627047,785,857,-787,Forehand Drive Volley
2927627057,820,894,-785,Forehand Drive Volley
2927627067,924,826,-774,Forehand Drive Volley
2927627077,877,820,-854,Forehand Drive Volley
2927627087,868,733,-951,Forehand Drive Volley
2927627097,851,841,-956,Forehand Drive Volley
2927627107,825,967,-855,Forehand Drive Volley
2927627117,836,1062,-734,Forehand Drive Volley
2927627127,796,1152,-631,Forehand Drive Volley
2927627137,819,1098,-528,Forehand Drive Volley
2927627147,716,971,-493,Forehand Drive Volley
2927627157,666,734,-531,Forehand Drive Volley
2927627167,582,682,-518,Forehand Drive Volley
2927627177,546,680,-550,Forehand Drive Volley
2927627187,536,693,-527,Forehand Drive Volley
2927627197,541,584,-563,Forehand Drive Volley
2927627211,536,575,-549,Forehand Drive Volley
2927627221,465,437,-542,Forehand Drive Volley
2927627231,389,357,-451,Forehand Drive Volley
2927627241,429,333,-441,Forehand Drive Volley
2927627251,436,272,-407,Forehand Drive Volley
2927627261,473,141,-416,Forehand Drive Volley
2927627271,468,93,-415,Forehand Drive Volley
2927627281,512,88,-366,Forehand Drive Volley
2927627291,468,122,-257,Forehand Drive Volley
2927627301,450,137,-150,Forehand Drive Volley
2927627311,449,100,-85,Forehand Drive Volley
2927627321,447,56,-79,Forehand Drive Volley
2927627331,460,108,-127,Forehand Drive Volley
2927627341,480,233,-205,Forehand Drive Volley
2927627351,473,285,-218,Forehand Drive Volley
2927627361,465,300,-163,Forehand Drive Volley
2927627371,464,257,-124,Forehand Drive Volley
2927627381,530,324,-131,Forehand Drive Volley
2927627391,674,480,-288,Forehand Drive Volley
2927627401,755,729,-410,Forehand Drive Volley
2927627411,688,892,-458,Forehand Drive Volley
2927627421,515,889,-477,Forehand Drive Volley
2927627431,361,908,-520,Forehand Drive Volley
2927627441,357,977,-605,Forehand Drive Volley
2927627451,487,1111,-776,Forehand Drive Volley
2927627461,584,1201,-949,Forehand Drive Volley
2927627471,623,1113,-1026,Forehand Drive Volley
2927627481,598,852,-1065,Forehand Drive Volley
2927627491,623,639,-1085,Forehand Drive Volley
2927627501,659,536,-1092,Forehand Drive Volley
2927627511,682,599,-1037,Forehand Drive Volley
2927627521,677,673,-955,Forehand Drive Volley
2927627531,647,675,-885,Forehand Drive Volley
2927627541,676,584,-873,Forehand Drive Volley
2927627551,693,505,-877,Forehand Drive Volley
2927627561,686,488,-874,Forehand Drive Volley
2927627571,665,543,-851,Forehand Drive Volley
2927627581,666,571,-814,Forehand Drive Volley
2927627591,710,580,-749,Forehand Drive Volley
2927627601,714,586,-744,Forehand Drive Volley
2927627611,636,594,-678,Forehand Drive Volley
2927627621,618,535,-655,Forehand Drive Volley
2927627631,640,624,-641,Forehand Drive Volley
2927627641,698,686,-687,Forehand Drive Volley
2927627651,760,711,-705,Forehand Drive Volley
2927627661,811,729,-725,Forehand Drive Volley
2927627671,810,701,-734,Forehand Drive Volley
2927627681,799,684,-747,Forehand Drive Volley
2927627691,757,682,-631,Forehand Drive Volley
2927627701,741,666,-575,Forehand Drive Volley
2927627715,759,611,-580,Forehand Drive Volley
2927627725,805,520,-602,Forehand Drive Volley
2927627735,799,509,-585,Forehand Drive Volley
2927627745,773,552,-587,Forehand Drive Volley
2927627755,735,577,-608,Forehand Drive Volley
2927627765,776,589,-723,Forehand Drive Volley
2927627775,859,557,-675,Forehand Drive Volley
2927627785,895,447,-669,Forehand Drive Volley
2927627795,943,491,-617,Forehand Drive Volley
2927627805,1017,484,-569,Forehand Drive Volley
2927627815,1033,421,-599,Forehand Drive Volley
2927627825,1050,448,-421,Forehand Drive Volley
2927627835,1134,293,-292,Forehand Drive Volley
2927627845,1194,93,-114,Forehand Drive Volley
2927627855,1210,195,80,Forehand Drive Volley
2927627865,1231,130,176,Forehand Drive Volley
2927627875,1248,118,319,Forehand Drive Volley
2927627885,1260,111,454,Forehand Drive Volley
2927627895,1244,161,597,Forehand Drive Volley
2927627905,1294,196,702,Forehand Drive Volley
2927627915,1314,225,701,Forehand Drive Volley
2927627925,1221,213,710,Forehand Drive Volley
2927627935,1100,210,755,Forehand Drive Volley
2927627945,1001,268,823,Forehand Drive Volley
2927627955,864,303,889,Forehand Drive Volley
2927627965,676,169,978,Forehand Drive Volley
2927627975,565,-11,1100,Forehand Drive Volley
2927627985,248,-126,1361,Forehand Drive Volley
2927627995,231,-295,1341,Forehand Drive Volley
2927628005,-66,-371,1552,Forehand Drive Volley
2927628015,-383,-398,1859,Forehand Drive Volley
2927628025,-634,-474,2165,Forehand Drive Volley
2927628035,-838,-625,2424,Forehand Drive Volley
2927628045,-1004,-704,2722,Forehand Drive Volley
2927628055,-1069,-839,2928,Forehand Drive Volley
2927628065,-1178,-960,3009,Forehand Drive Volley
2927628075,-1545,-991,3095,Forehand Drive Volley
2927628085,-2017,-1035,3214,Forehand Drive Volley
2927628095,-2545,-1035,3222,Forehand Drive Volley
2927628105,-3202,-703,2960,Forehand Drive Volley
2927628115,-3803,-418,2609,Forehand Drive Volley
2927628125,-3999,-4,2069,Forehand Drive Volley
2927628135,-3999,545,1297,Forehand Drive Volley
2927628145,-3999,1056,536,Forehand Drive Volley
2927628155,-3999,1836,-162,Forehand Drive Volley
2927628165,-3999,2734,-963,Forehand Drive Volley
2927628175,-3999,3964,-1711,Forehand Drive Volley
2927628185,-3999,3999,-2754,Forehand Drive Volley
2927628195,-3999,3999,-3987,Forehand Drive Volley
2927628205,-3999,3999,-3999,Forehand Drive Volley
2927628219,-3999,3999,-3772,Forehand Drive Volley
2927628229,-1607,3999,-2505,Forehand Drive Volley
2927628239,-894,3999,-1135,Forehand Drive Volley
2927628249,-1278,3895,2426,Forehand Drive Volley
2927628259,-286,1215,3999,Forehand Drive Volley
2927628269,-1822,-1500,2862,Forehand Drive Volley
2927628279,-2095,-1973,315,Forehand Drive Volley
2927628289,-2601,1465,-965,Forehand Drive Volley
2927628299,-1518,1050,-2236,Forehand Drive Volley
2927628309,-982,832,-1955,Forehand Drive Volley
2927628319,-770,1195,-1965,Forehand Drive Volley
2927628329,-801,1621,-1830,Forehand Drive Volley
2927628339,-898,1733,-3589,Forehand Drive Volley
2927628349,-913,1837,-3351,Forehand Drive Volley
2927628359,-830,1463,-3166,Forehand Drive Volley
2927628369,-735,552,-2831,Forehand Drive Volley
2927628379,-318,608,-2478,Forehand Drive Volley
2927628389,-507,1369,-2257,Forehand Drive Volley
2927628399,-661,1661,-1994,Forehand Drive Volley
2927628409,-777,1569,-1895,Forehand Drive Volley
2927628419,-576,1233,-1785,Forehand Drive Volley
2927628429,-474,985,-1651,Forehand Drive Volley
2927628439,-500,875,-1508,Forehand Drive Volley
2927628449,-406,772,-1329,Forehand Drive Volley
2927628459,-403,635,-1202,Forehand Drive Volley
2927628469,-384,600,-1032,Forehand Drive Volley
2927628479,-426,655,-911,Forehand Drive Volley
2927628489,-432,665,-830,Forehand Drive Volley
2927628499,-442,746,-800,Forehand Drive Volley
2927628509,-417,714,-777,Forehand Drive Volley
2927628519,-387,675,-693,Forehand Drive Volley
2927628529,-415,649,-634,Forehand Drive Volley
2927628539,-398,629,-570,Forehand Drive Volley
2927628549,-410,635,-499,Forehand Drive Volley
2927628559,-405,591,-462,Forehand Drive Volley
2927628569,-393,587,-424,Forehand Drive Volley
2927628579,-389,556,-375,Forehand Drive Volley
2927628589,-447,623,-314,Forehand Drive Volley
2927628599,-424,641,-306,Forehand Drive Volley
2927628609,-395,616,-351,Forehand Drive Volley
2927628619,-382,545,-337,Forehand Drive Volley
2927628629,-422,561,-285,Forehand Drive Volley
2927628639,-498,586,-210,Forehand Drive Volley
2927628649,-561,546,-165,Forehand Drive Volley
2927628659,-573,521,-97,Forehand Drive Volley
2927628669,-644,551,-190,Forehand Drive Volley
2927628679,-599,535,-277,Forehand Drive Volley
2927628689,-595,574,-287,Forehand Drive Volley
2927628699,-524,537,-367,Forehand Drive Volley
2927628709,-356,617,-438,Forehand Drive Volley
2927628723,-246,605,-506,Forehand Drive Volley
2927628733,-288,752,-608,Forehand Drive Volley
2927628743,-267,907,-685,Forehand Drive Volley
2927628753,-202,1163,-806,Forehand Drive Volley
2927628763,-47,1444,-924,Forehand Drive Volley
2927628773,-26,1737,-1033,Forehand Drive Volley
2927628783,-116,1842,-1236,Forehand Drive Volley
2927628793,-85,1846,-1343,Forehand Drive Volley
2927628803,-27,1880,-1423,Forehand Drive Volley
2927628813,-23,1903,-1366,Forehand Drive Volley
2927628823,-123,1973,-1244,Forehand Drive Volley
2927628833,-205,1911,-1170,Forehand Drive Volley
2927628843,-249,1755,-994,Forehand Drive Volley
2927628853,-410,1628,-963,Forehand Drive Volley
2927628863,-534,1640,-1009,Forehand Drive Volley
2927628873,-511,1543,-1019,Forehand Drive Volley
2927628883,-550,1372,-856,Forehand Drive Volley
2927628893,-655,1270,-682,Forehand Drive Volley
2927628903,-618,1148,-503,Forehand Drive Volley
2927628913,-592,1048,-361,Forehand Drive Volley
2927628923,-511,933,-234,Forehand Drive Volley
2927628933,-380,817,-192,Forehand Drive Volley
2927628943,-294,773,-105,Forehand Drive Volley
2927628953,-262,700,-96,Forehand Drive Volley
2927628963,-234,600,-74,Forehand Drive Volley
2927628973,-191,521,-76,Forehand Drive Volley
2927628983,-159,435,-44,Forehand Drive Volley
2927628993,-111,367,21,Forehand Drive Volley
2927629003,-91,410,60,Forehand Drive Volley
2927629013,-54,438,106,Forehand Drive Volley
2927629023,-65,394,20,Forehand Drive Volley
2927629033,-44,278,-16,Forehand Drive Volley
2927629043,-46,205,-53,Forehand Drive Volley
2927629053,-87,268,-48,Forehand Drive Volley
2927629063,-107,283,2,Forehand Drive Volley
2927629073,-133,252,61,Forehand Drive Volley
2927629083,-223,213,100,Forehand Drive Volley
2927629093,-177,130,174,Forehand Drive Volley
2927629103,-182,163,268,Forehand Drive Volley
2927629113,-217,308,320,Forehand Drive Volley
2927629123,-308,475,284,Forehand Drive Volley
2927629133,-169,467,281,Forehand Drive Volley
2927629143,-26,458,235,Forehand Drive Volley
2927629153,85,575,230,Forehand Drive Volley
2927629163,137,921,17,Forehand Drive Volley
2927629173,201,1385,-243,Forehand Drive Volley
2927629183,465,1548,-432,Forehand Drive Volley
2927629193,632,1446,-417,Forehand Drive Volley
2927629203,575,1355,-330,Forehand Drive Volley
2927629213,536,1260,-314,Forehand Drive Volley
2927629227,555,1349,-346,Forehand Drive Volley
2927629237,721,1432,-403,Forehand Drive Volley
2927629247,812,1520,-385,Forehand Drive Volley
2927629257,817,1592,-345,Forehand Drive Volley
2927629267,762,1652,-387,Forehand Drive Volley
2927629277,755,1502,-373,Forehand Drive Volley
2927629287,708,1335,-410,Forehand Drive Volley
2927629297,670,1293,-322,Forehand Drive Volley
2927629307,607,1260,-255,Forehand Drive Volley
2927629317,563,1279,-311,Forehand Drive Volley
2927629327,555,1318,-356,Forehand Drive Volley
2927629337,573,1321,-463,Forehand Drive Volley
2927629347,616,1376,-538,Forehand Drive Volley
2927629357,632,1392,-593,Forehand Drive Volley
2927629367,616,1353,-543,Forehand Drive Volley
2927629377,576,1280,-501,Forehand Drive Volley
2927629387,592,1162,-450,Forehand Drive Volley
2927629397,572,1008,-366,Forehand Drive Volley
2927629407,548,924,-232,Forehand Drive Volley
2927629417,541,888,-48,Forehand Drive Volley
2927629427,554,843,246,Forehand Drive Volley
2927629437,645,830,423,Forehand Drive Volley
2927629447,772,743,471,Forehand Drive Volley
2927629457,936,528,494,Forehand Drive Volley
2927629467,987,316,504,Forehand Drive Volley
2927629477,921,164,521,Forehand Drive Volley
2927629487,843,71,526,Forehand Drive Volley
2927629497,778,14,516,Forehand Drive Volley
2927629507,755,-101,433,Forehand Drive Volley
2927629517,731,-191,373,Forehand Drive Volley
2927629527,692,-124,372,Forehand Drive Volley
2927629537,661,-23,310,Forehand Drive Volley
2927629547,649,2,217,Forehand Drive Volley
2927629557,651,-46,154,Forehand Drive Volley
2927629567,695,-77,128,Forehand Drive Volley
2927629577,708,-9,-11,Forehand Drive Volley
2927629587,694,348,-157,Forehand Drive Volley
2927629597,627,673,-448,Forehand Drive Volley
2927629607,456,947,-576,Forehand Drive Volley
2927629617,134,1136,-687,Forehand Drive Volley
2927629627,-54,1365,-813,Forehand Drive Volley
2927629637,-24,1653,-982,Forehand Drive Volley
2927629647,111,1778,-1010,Forehand Drive Volley
2927629657,107,1735,-1036,Forehand Drive Volley
2927629667,12,1596,-1157,Forehand Drive Volley
2927629677,-82,1494,-1260,Forehand Drive Volley
2927629687,-204,1519,-1342,Forehand Drive Volley
2927629697,-335,1517,-1447,Forehand Drive Volley
2927629707,-390,1410,-1451,Forehand Drive Volley
2927629717,-427,1312,-1398,Forehand Drive Volley
2927629730,-435,1169,-1329,Forehand Drive Volley
2927629740,-424,1021,-1276,Forehand Drive Volley
2927629750,-433,1020,-1189,Forehand Drive Volley
2927629760,-422,1072,-1097,Forehand Drive Volley
2927629770,-415,1092,-952,Forehand Drive Volley
2927629780,-396,1044,-837,Forehand Drive Volley
2927629790,-411,1084,-713,Forehand Drive Volley
2927629800,-376,1066,-656,Forehand Drive Volley
2927629810,-320,1033,-682,Forehand Drive Volley
2927629820,-329,966,-702,Forehand Drive Volley
2927629830,-318,794,-724,Forehand Drive Volley
2927629840,-271,668,-707,Forehand Drive Volley
2927629850,-224,629,-672,Forehand Drive Volley
2927629860,-169,587,-617,Forehand Drive Volley
2927629870,-130,519,-549,Forehand Drive Volley
2927629880,-116,446,-481,Forehand Drive Volley
2927629890,-108,378,-407,Forehand Drive Volley
2927629900,-111,317,-342,Forehand Drive Volley
2927629910,-138,306,-215,Forehand Drive Volley
2927629920,-167,306,-197,Forehand Drive Volley
2927629930,-172,275,-234,Forehand Drive Volley
2927629940,-157,221,-274,Forehand Drive Volley
2927629950,-104,192,-331,Forehand Drive Volley
2927629960,-72,191,-312,Forehand Drive Volley
2927629970,-41,238,-355,Forehand Drive Volley
2927630484,-187,517,-437,Forehand Drive Volley
2927630494,-157,504,-422,Forehand Drive Volley
2927630504,-123,505,-471,Forehand Drive Volley
2927630514,-110,581,-541,Forehand Drive Volley
2927630524,-84,667,-555,Forehand Drive Volley
2927630534,-87,739,-538,Forehand Drive Volley
2927630544,-117,805,-526,Forehand Drive Volley
2927630554,-142,823,-539,Forehand Drive Volley
2927630564,-248,825,-551,Forehand Drive Volley
2927630574,-204,895,-396,Forehand Drive Volley
2927630584,-109,831,-431,Forehand Drive Volley
2927630594,-116,955,-408,Forehand Drive Volley
2927630604,-102,1046,-415,Forehand Drive Volley
2927630614,-124,1016,-444,Forehand Drive Volley
2927630624,-131,903,-397,Forehand Drive Volley
2927630634,-119,717,-500,Forehand Drive Volley
2927630644,-180,732,-539,Forehand Drive Volley
2927630654,-201,710,-494,Forehand Drive Volley
2927630664,-188,770,-471,Forehand Drive Volley
2927630674,-196,919,-511,Forehand Drive Volley
2927630684,-113,906,-496,Forehand Drive Volley
2927630694,-125,990,-424,Forehand Drive Volley
2927630704,-401,1244,-497,Forehand Drive Volley
2927630714,-62,1422,-744,Forehand Drive Volley
2927630724,-422,1565,-249,Forehand Drive Volley
2927630738,-179,1377,-566,Forehand Drive Volley
2927630748,-193,1394,-626,Forehand Drive Volley
2927630758,-420,1416,-520,Forehand Drive Volley
2927630768,-502,1357,-479,Forehand Drive Volley
2927630778,-392,1329,-404,Forehand Drive Volley
2927630788,-278,1322,-306,Forehand Drive Volley
2927630798,-237,1205,-281,Forehand Drive Volley
2927630808,-303,1145,-213,Forehand Drive Volley
2927630818,-361,1062,-147,Forehand Drive Volley
2927630828,-311,936,-133,Forehand Drive Volley
2927630838,-188,833,-164,Forehand Drive Volley
2927630848,-143,835,-239,Forehand Drive Volley
2927630858,-143,902,-311,Forehand Drive Volley
2927630868,-111,906,-255,Forehand Drive Volley
2927630878,-183,875,-236,Forehand Drive Volley
2927630888,-137,663,-253,Forehand Drive Volley
2927630898,-85,593,-256,Forehand Drive Volley
2927630908,38,520,-268,Forehand Drive Volley
2927630918,-5,625,-303,Forehand Drive Volley
2927630928,-15,673,-301,Forehand Drive Volley
2927630938,2,655,-262,Forehand Drive Volley
2927630948,0,631,-195,Forehand Drive Volley
2927630958,-25,565,-122,Forehand Drive Volley
2927630968,-24,534,-94,Forehand Drive Volley
2927630978,65,566,-50,Forehand Drive Volley
2927630988,-156,580,-155,Forehand Drive Volley
2927630998,-61,530,-68,Forehand Drive Volley
2927631008,-166,746,-104,Forehand Drive Volley
2927631018,-49,724,-228,Forehand Drive Volley
2927631028,-70,694,-328,Forehand Drive Volley
2927631038,-110,452,-345,Forehand Drive Volley
2927631048,-62,249,-274,Forehand Drive Volley
2927631058,-67,284,-253,Forehand Drive Volley
2927631068,-88,491,-274,Forehand Drive Volley
2927631078,-108,589,-322,Forehand Drive Volley
2927631088,-47,695,-386,Forehand Drive Volley
2927631098,-126,1007,-446,Forehand Drive Volley
2927631108,-163,1279,-483,Forehand Drive Volley
2927631118,-193,1559,-577,Forehand Drive Volley
2927631128,-239,1708,-643,Forehand Drive Volley
2927631138,-303,1774,-680,Forehand Drive Volley
2927631148,-300,1738,-708,Forehand Drive Volley
2927631158,-233,1704,-719,Forehand Drive Volley
2927631168,-163,1698,-712,Forehand Drive Volley
2927631178,-113,1668,-679,Forehand Drive Volley
2927631188,-62,1601,-665,Forehand Drive Volley
2927631198,-14,1512,-657,Forehand Drive Volley
2927631208,8,1454,-651,Forehand Drive Volley
2927631218,32,1341,-644,Forehand Drive Volley
2927631228,47,1291,-600,Forehand Drive Volley
2927631242,80,1232,-561,Forehand Drive Volley
2927631252,98,1161,-509,Forehand Drive Volley
2927631262,120,1084,-467,Forehand Drive Volley
2927631272,145,972,-397,Forehand Drive Volley
2927631282,149,933,-368,Forehand Drive Volley
2927631292,176,885,-342,Forehand Drive Volley
2927631302,191,812,-347,Forehand Drive Volley
2927631312,213,748,-371,Forehand Drive Volley
2927631322,185,684,-394,Forehand Drive Volley
2927631332,215,525,-383,Forehand Drive Volley
2927631342,183,420,-355,Forehand Drive Volley
2927631352,178,327,-305,Forehand Drive Volley
2927631362,182,232,-244,Forehand Drive Volley
2927631372,149,165,-200,Forehand Drive Volley
2927631382,122,144,-209,Forehand Drive Volley
2927631392,149,201,-221,Forehand Drive Volley
2927631402,189,180,-269,Forehand Drive Volley
2927631412,222,171,-412,Forehand Drive Volley
2927631422,289,228,-486,Forehand Drive Volley
2927631432,293,372,-477,Forehand Drive Volley
2927631442,266,501,-462,Forehand Drive Volley
2927631452,300,692,-566,Forehand Drive Volley
2927631462,374,974,-718,Forehand Drive Volley
2927631472,316,1302,-733,Forehand Drive Volley
2927631482,185,1520,-635,Forehand Drive Volley
2927631492,96,1552,-599,Forehand Drive Volley
2927631502,64,1532,-580,Forehand Drive Volley
2927631512,91,1549,-596,Forehand Drive Volley
2927631522,141,1627,-566,Forehand Drive Volley
2927631532,142,1569,-596,Forehand Drive Volley
2927631542,148,1314,-642,Forehand Drive Volley
2927631552,177,1080,-541,Forehand Drive Volley
2927631562,162,1010,-511,Forehand Drive Volley
2927631572,207,864,-515,Forehand Drive Volley
2927631582,272,801,-578,Forehand Drive Volley
2927631592,319,798,-486,Forehand Drive Volley
2927631602,383,698,-593,Forehand Drive Volley
2927631612,395,759,-683,Forehand Drive Volley
