time,x,y,z,shot
2926288923,341,559,-750,Backhand Drive
2926288933,309,658,-780,Backhand Drive
2926288943,244,647,-826,Backhand Drive
2926288953,489,289,-1055,Backhand Drive
2926288963,588,187,-913,Backhand Drive
2926288973,604,221,-848,Backhand Drive
2926288983,482,281,-866,Backhand Drive
2926288993,546,320,-868,Backhand Drive
2926289003,587,356,-849,Backhand Drive
2926289013,1380,-809,-770,Backhand Drive
2926289023,439,844,-723,Backhand Drive
2926289033,-608,535,-713,Backhand Drive
2926289043,626,208,-660,Backhand Drive
2926289053,726,507,-662,Backhand Drive
2926289063,473,622,-727,Backhand Drive
2926289073,514,493,-718,Backhand Drive
2926289083,369,373,-711,Backhand Drive
2926289093,378,326,-739,Backhand Drive
2926289103,451,369,-765,Backhand Drive
2926289113,402,486,-763,Backhand Drive
2926289123,363,539,-758,Backhand Drive
2926289133,381,498,-744,Backhand Drive
2926289143,396,466,-753,Backhand Drive
2926289153,395,445,-751,Backhand Drive
2926289163,402,425,-755,Backhand Drive
2926289179,413,426,-767,Backhand Drive
2926289189,413,429,-767,Backhand Drive
2926289199,411,403,-749,Backhand Drive
2926289209,428,373,-739,Backhand Drive
2926289219,432,398,-723,Backhand Drive
2926289229,429,433,-709,Backhand Drive
2926289239,447,451,-715,Backhand Drive
2926289249,457,427,-706,Backhand Drive
2926289259,465,440,-709,Backhand Drive
2926289269,443,442,-725,Backhand Drive
2926289279,431,442,-745,Backhand Drive
2926289289,420,453,-770,Backhand Drive
2926289299,413,439,-777,Backhand Drive
2926289309,420,434,-780,Backhand Drive
2926289319,411,428,-778,Backhand Drive
2926289329,413,406,-771,Backhand Drive
2926289339,399,406,-747,Backhand Drive
2926289349,390,420,-736,Backhand Drive
2926289359,388,405,-712,Backhand Drive
2926289369,394,396,-701,Backhand Drive
2926289379,399,392,-696,Backhand Drive
2926289389,388,402,-657,Backhand Drive
2926289399,380,387,-659,Backhand Drive
2926289409,349,374,-613,Backhand Drive
2926289419,342,345,-598,Backhand Drive
2926289429,312,349,-558,Backhand Drive
2926289439,288,319,-531,Backhand Drive
2926289449,283,322,-504,Backhand Drive
2926289459,281,338,-500,Backhand Drive
2926289469,280,338,-501,Backhand Drive
2926289479,252,344,-485,Backhand Drive
2926289489,222,333,-488,Backhand Drive
2926289499,201,344,-493,Backhand Drive
2926289509,178,371,-499,Backhand Drive
2926289519,171,369,-510,Backhand Drive
2926289529,202,371,-519,Backhand Drive
2926289539,277,374,-533,Backhand Drive
2926289549,326,399,-539,Backhand Drive
2926289559,327,426,-522,Backhand Drive
2926289569,304,479,-523,Backhand Drive
2926289579,269,570,-541,Backhand Drive
2926289589,232,684,-639,Backhand Drive
2926289599,221,748,-617,Backhand Drive
2926289609,228,758,-652,Backhand Drive
2926289619,294,746,-656,Backhand Drive
2926289629,364,687,-653,Backhand Drive
2926289639,380,685,-657,Backhand Drive
2926289649,342,726,-675,Backhand Drive
2926289659,312,749,-653,Backhand Drive
2926289669,285,787,-635,Backhand Drive
2926289683,251,862,-647,Backhand Drive
2926289693,212,912,-617,Backhand Drive
2926289703,218,862,-567,Backhand Drive
2926289713,242,818,-569,Backhand Drive
2926289723,321,750,-562,Backhand Drive
2926289733,386,754,-556,Backhand Drive
2926289743,381,812,-554,Backhand Drive
2926289753,367,897,-600,Backhand Drive
2926289763,347,941,-631,Backhand Drive
2926289773,320,971,-620,Backhand Drive
2926289783,287,998,-583,Backhand Drive
2926289793,285,956,-557,Backhand Drive
2926289803,292,851,-550,Backhand Drive
2926289813,283,824,-532,Backhand Drive
2926289823,271,842,-553,Backhand Drive
2926289833,268,872,-556,Backhand Drive
2926289843,286,891,-581,Backhand Drive
2926289853,287,920,-583,Backhand Drive
2926289863,280,997,-556,Backhand Drive
2926289873,261,1062,-547,Backhand Drive
2926289883,244,1040,-523,Backhand Drive
2926289893,267,988,-498,Backhand Drive
2926289903,270,953,-491,Backhand Drive
2926289913,242,981,-483,Backhand Drive
2926289923,254,975,-474,Backhand Drive
2926289933,263,923,-471,Backhand Drive
2926289943,258,889,-456,Backhand Drive
2926289953,256,905,-419,Backhand Drive
2926289963,250,885,-394,Backhand Drive
2926289973,251,892,-395,Backhand Drive
2926289983,255,911,-370,Backhand Drive
2926289993,228,918,-322,Backhand Drive
2926290003,243,894,-310,Backhand Drive
2926290013,263,870,-296,Backhand Drive
2926290023,255,860,-307,Backhand Drive
2926290033,248,879,-321,Backhand Drive
2926290043,248,890,-318,Backhand Drive
2926290053,250,852,-288,Backhand Drive
2926290063,240,851,-274,Backhand Drive
2926290073,245,892,-234,Backhand Drive
2926290083,231,913,-267,Backhand Drive
2926290093,235,997,-242,Backhand Drive
2926290103,229,1011,-228,Backhand Drive
2926290113,239,951,-213,Backhand Drive
2926290123,253,900,-226,Backhand Drive
2926290133,253,890,-228,Backhand Drive
2926290143,259,909,-225,Backhand Drive
2926290153,261,914,-215,Backhand Drive
2926290163,256,902,-216,Backhand Drive
2926290173,254,919,-209,Backhand Drive
2926290437,407,810,159,Backhand Drive
2926290447,386,834,183,Backhand Drive
2926290457,371,806,173,Backhand Drive
2926290467,391,715,124,Backhand Drive
2926290477,421,695,126,Backhand Drive
2926290487,430,677,134,Backhand Drive
2926290497,449,707,149,Backhand Drive
2926290507,472,734,185,Backhand Drive
2926290517,529,793,244,Backhand Drive
2926290527,550,897,276,Backhand Drive
2926290537,595,1006,261,Backhand Drive
2926290547,642,1144,325,Backhand Drive
2926290557,690,1235,196,Backhand Drive
2926290567,766,1208,180,Backhand Drive
2926290577,871,1162,154,Backhand Drive
2926290587,984,1188,164,Backhand Drive
2926290597,1149,1140,181,Backhand Drive
2926290607,1309,1150,258,Backhand Drive
2926290617,1402,1233,294,Backhand Drive
2926290627,1440,1367,452,Backhand Drive
2926290637,1668,1636,563,Backhand Drive
2926290647,1754,1787,564,Backhand Drive
2926290657,1758,1776,525,Backhand Drive
2926290667,1730,1684,529,Backhand Drive
2926290677,1742,1589,528,Backhand Drive
2926290687,1879,1524,532,Backhand Drive
2926290697,2043,1484,625,Backhand Drive
2926290707,2137,1412,741,Backhand Drive
2926290717,2148,1313,853,Backhand Drive
2926290727,2062,1252,1021,Backhand Drive
2926290737,1843,1190,1142,Backhand Drive
2926290747,1509,1041,1202,Backhand Drive
2926290757,1198,848,1165,Backhand Drive
2926290767,937,713,1030,Backhand Drive
2926290777,597,587,891,Backhand Drive
2926290787,298,414,788,Backhand Drive
2926290797,28,272,692,Backhand Drive
2926290807,-268,255,629,Backhand Drive
2926290817,-610,249,558,Backhand Drive
2926290827,-964,254,574,Backhand Drive
2926290837,-1321,192,625,Backhand Drive
2926290847,-1603,55,664,Backhand Drive
2926290857,-1852,-81,716,Backhand Drive
2926290867,-2087,-266,596,Backhand Drive
2926290877,-2340,-342,402,Backhand Drive
2926290887,-2597,-353,79,Backhand Drive
2926290897,-2787,-356,-276,Backhand Drive
2926290907,-2933,-353,-509,Backhand Drive
2926290917,-2976,-376,-591,Backhand Drive
2926290927,-2945,-422,-595,Backhand Drive
2926290941,-2861,-436,-553,Backhand Drive
2926290951,-2852,-351,-567,Backhand Drive
2926290961,-2809,-172,-579,Backhand Drive
2926290971,-2827,39,-575,Backhand Drive
2926290981,-3035,261,-546,Backhand Drive
2926290991,-3309,444,-493,Backhand Drive
2926291001,-3569,471,-597,Backhand Drive
2926291011,-3838,642,-726,Backhand Drive
2926291021,-3999,894,-803,Backhand Drive
2926291031,-3999,1127,-719,Backhand Drive
2926291041,-3999,1256,-607,Backhand Drive
2926291051,-3999,1494,-460,Backhand Drive
2926291061,-3999,1961,-227,Backhand Drive
2926291071,-3999,2125,-92,Backhand Drive
2926291081,-3999,1613,-549,Backhand Drive
2926291091,-3999,1015,-658,Backhand Drive
2926291101,-3999,157,-170,Backhand Drive
2926291111,-3999,666,277,Backhand Drive
2926291121,-3999,3575,1345,Backhand Drive
2926291131,-3999,3894,447,Backhand Drive
2926291141,-3999,2188,970,Backhand Drive
2926291151,-3999,-244,1552,Backhand Drive
2926291161,-3999,-1111,2498,Backhand Drive
2926291171,-3999,-640,3999,Backhand Drive
2926291181,-3999,1388,3706,Backhand Drive
2926291191,-3999,3791,2382,Backhand Drive
2926291201,-3999,3999,2063,Backhand Drive
2926291211,-3480,2669,2260,Backhand Drive
2926291221,-2016,1236,2008,Backhand Drive
2926291231,-1798,840,1691,Backhand Drive
2926291241,-1969,943,1429,Backhand Drive
2926291251,-1989,960,1133,Backhand Drive
2926291261,-1674,753,1012,Backhand Drive
2926291271,-1189,499,1184,Backhand Drive
2926291281,-716,240,1386,Backhand Drive
2926291291,-600,357,1278,Backhand Drive
2926291301,-637,325,1018,Backhand Drive
2926291311,-733,393,744,Backhand Drive
2926291321,-782,506,576,Backhand Drive
2926291331,-764,450,446,Backhand Drive
2926291341,-782,325,264,Backhand Drive
2926291351,-759,162,103,Backhand Drive
2926291361,-755,7,-57,Backhand Drive
2926291371,-829,-62,-174,Backhand Drive
2926291381,-745,-127,-246,Backhand Drive
2926291391,-688,-144,-293,Backhand Drive
2926291401,-726,-92,-267,Backhand Drive
2926291411,-865,-26,-281,Backhand Drive
2926291421,-902,68,-380,Backhand Drive
2926291431,-934,-7,-443,Backhand Drive
2926291445,-938,-93,-518,Backhand Drive
2926291455,-909,-155,-557,Backhand Drive
2926291465,-867,-271,-537,Backhand Drive
2926291475,-863,-270,-559,Backhand Drive
2926291485,-854,-283,-542,Backhand Drive
2926291495,-878,-273,-554,Backhand Drive
2926291505,-908,-222,-514,Backhand Drive
2926291515,-919,-295,-464,Backhand Drive
2926291525,-874,-299,-403,Backhand Drive
2926291535,-872,-340,-367,Backhand Drive
2926291545,-827,-396,-362,Backhand Drive
2926291555,-857,-333,-402,Backhand Drive
2926291565,-853,-336,-444,Backhand Drive
2926291575,-861,-321,-499,Backhand Drive
2926291585,-871,-412,-514,Backhand Drive
2926291595,-857,-429,-517,Backhand Drive
2926291605,-882,-412,-530,Backhand Drive
2926291615,-923,-328,-486,Backhand Drive
2926291625,-948,-256,-469,Backhand Drive
2926291635,-952,-273,-450,Backhand Drive
2926291645,-978,-323,-394,Backhand Drive
2926291655,-960,-362,-338,Backhand Drive
2926291665,-973,-381,-325,Backhand Drive
2926291675,-1008,-406,-300,Backhand Drive
2926291685,-1013,-479,-287,Backhand Drive
2926291695,-1062,-465,-296,Backhand Drive
2926291705,-1102,-454,-278,Backhand Drive
2926291715,-1111,-367,-280,Backhand Drive
2926291725,-1147,-296,-216,Backhand Drive
2926291735,-1134,-294,-96,Backhand Drive
2926291745,-1144,-336,34,Backhand Drive
2926291755,-1177,-396,190,Backhand Drive
2926291765,-1161,-487,236,Backhand Drive
2926291775,-1188,-531,262,Backhand Drive
2926291785,-1215,-525,250,Backhand Drive
2926291795,-1250,-451,215,Backhand Drive
2926291805,-1239,-378,161,Backhand Drive
2926291815,-1166,-341,96,Backhand Drive
2926291825,-1083,-238,112,Backhand Drive
2926291835,-1073,-123,129,Backhand Drive
2926291845,-1116,-51,182,Backhand Drive
2926291855,-1201,170,171,Backhand Drive
2926291865,-1224,354,166,Backhand Drive
2926291875,-1210,655,113,Backhand Drive
2926291885,-1105,733,71,Backhand Drive
2926291895,-989,607,-8,Backhand Drive
2926291905,-854,417,-33,Backhand Drive
2926291915,-760,366,-56,Backhand Drive
2926291925,-677,427,-157,Backhand Drive
2926291935,-600,476,-183,Backhand Drive
2926291948,-567,525,-133,Backhand Drive
2926291958,-649,636,-83,Backhand Drive
2926291968,-819,905,-119,Backhand Drive
2926291978,-806,1053,-226,Backhand Drive
2926291988,-754,1004,-321,Backhand Drive
2926291998,-747,823,-390,Backhand Drive
2926292008,-611,682,-459,Backhand Drive
2926292018,-468,711,-534,Backhand Drive
2926292028,-379,779,-537,Backhand Drive
2926292038,-323,810,-551,Backhand Drive
2926292048,-358,886,-556,Backhand Drive
2926292058,-415,1079,-477,Backhand Drive
2926292068,-656,1498,-547,Backhand Drive
2926292078,-737,1700,-672,Backhand Drive
2926292088,-806,1599,-763,Backhand Drive
2926292098,-811,1307,-793,Backhand Drive
2926292108,-735,1161,-713,Backhand Drive
2926292118,-640,1146,-614,Backhand Drive
2926292128,-606,1229,-529,Backhand Drive
2926292138,-627,1280,-432,Backhand Drive
2926292148,-607,1249,-409,Backhand Drive
2926292158,-666,1240,-461,Backhand Drive
2926292168,-738,1181,-410,Backhand Drive
2926292178,-839,1222,-341,Backhand Drive
2926292188,-885,1355,-344,Backhand Drive
2926292198,-828,1333,-448,Backhand Drive
2926292208,-774,1204,-464,Backhand Drive
2926292218,-836,1094,-410,Backhand Drive
2926292228,-800,964,-337,Backhand Drive
2926292238,-752,984,-259,Backhand Drive
2926292248,-761,1079,-165,Backhand Drive
2926292258,-710,976,-99,Backhand Drive
2926292268,-712,881,-56,Backhand Drive
2926292278,-662,763,-49,Backhand Drive
2926292288,-619,699,-13,Backhand Drive
2926292298,-610,721,-10,Backhand Drive
2926292308,-524,721,-9,Backhand Drive
2926292318,-512,734,14,Backhand Drive
2926292328,-498,744,22,Backhand Drive
2926292338,-464,762,33,Backhand Drive
2926292348,-418,767,70,Backhand Drive
2926292358,-395,720,128,Backhand Drive
2926292368,-360,696,177,Backhand Drive
2926292378,-335,723,194,Backhand Drive
2926292388,-301,723,206,Backhand Drive
2926292398,-249,693,237,Backhand Drive
2926292408,-231,669,250,Backhand Drive
2926292418,-201,632,247,Backhand Drive
2926292428,-171,580,196,Backhand Drive
2926292438,-137,558,228,Backhand Drive
2926292451,-144,512,194,Backhand Drive
2926292461,-128,468,160,Backhand Drive
2926292471,-113,495,154,Backhand Drive
2926292481,-124,527,156,Backhand Drive
2926292491,-117,501,135,Backhand Drive
2926292501,-104,477,132,Backhand Drive
2926292511,-95,524,117,Backhand Drive
2926292521,-99,561,87,Backhand Drive
2926292531,-75,564,118,Backhand Drive
2926292541,-68,553,98,Backhand Drive
2926292551,-27,539,61,Backhand Drive
2926292561,-3,521,61,Backhand Drive
2926292571,-14,493,85,Backhand Drive
2926292581,9,474,87,Backhand Drive
2926292591,53,558,101,Backhand Drive
2926292601,97,755,95,Backhand Drive
2926292611,159,850,35,Backhand Drive
2926292621,262,898,20,Backhand Drive
2926292631,334,1045,104,Backhand Drive
2926292641,373,1165,230,Backhand Drive
2926292651,334,1194,254,Backhand Drive
2926292661,305,1216,235,Backhand Drive
2926292671,303,1253,175,Backhand Drive
2926292681,338,1252,120,Backhand Drive
2926292691,369,1240,76,Backhand Drive
2926292702,369,1245,35,Backhand Drive
2926292712,351,1284,20,Backhand Drive
2926292722,344,1316,-6,Backhand Drive
2926292732,344,1333,2,Backhand Drive
2926292742,316,1296,41,Backhand Drive
2926292752,296,1242,101,Backhand Drive
2926292762,297,1182,75,Backhand Drive
2926292772,286,1194,33,Backhand Drive
2926292782,281,1176,-4,Backhand Drive
2926292792,297,1096,-6,Backhand Drive
2926292802,319,994,-10,Backhand Drive
2926292812,346,932,-16,Backhand Drive
2926292822,358,925,-16,Backhand Drive
2926292832,367,905,-3,Backhand Drive
2926292842,377,860,12,Backhand Drive
2926292852,369,767,30,Backhand Drive
2926292862,350,704,13,Backhand Drive
2926292872,327,685,-5,Backhand Drive
2926292882,322,687,-20,Backhand Drive
2926292892,320,619,-50,Backhand Drive
2926292902,308,522,-60,Backhand Drive
2926292912,302,470,-56,Backhand Drive
2926292922,300,467,-66,Backhand Drive
2926292932,299,457,-89,Backhand Drive
2926292942,296,461,-99,Backhand Drive
2926292956,299,470,-82,Backhand Drive
2926292966,302,476,-46,Backhand Drive
2926292976,311,459,-12,Backhand Drive
2926292986,314,513,-11,Backhand Drive
2926292996,302,649,-18,Backhand Drive
2926293006,301,768,-47,Backhand Drive
2926293016,290,888,-71,Backhand Drive
2926293026,250,996,-61,Backhand Drive
2926293036,229,1053,-69,Backhand Drive
2926293046,231,1053,-89,Backhand Drive
2926293056,225,1050,-71,Backhand Drive
2926293066,234,1043,-50,Backhand Drive
2926293076,240,1083,-30,Backhand Drive
2926293086,252,1145,-14,Backhand Drive
2926293096,248,1233,0,Backhand Drive
2926293106,221,1340,21,Backhand Drive
2926293116,206,1439,22,Backhand Drive
2926293126,183,1488,12,Backhand Drive
2926293136,156,1470,-36,Backhand Drive
2926293146,140,1406,-90,Backhand Drive
2926293156,126,1293,-160,Backhand Drive
2926293166,123,1188,-189,Backhand Drive
2926293176,143,1044,-234,Backhand Drive
2926293186,152,888,-228,Backhand Drive
2926293196,159,734,-222,Backhand Drive
2926293205,169,652,-216,Backhand Drive
2926293215,168,603,-209,Backhand Drive
2926293225,152,588,-202,Backhand Drive
2926293235,178,573,-237,Backhand Drive
2926293245,176,602,-248,Backhand Drive
2926293255,197,600,-263,Backhand Drive
2926293265,215,606,-278,Backhand Drive
2926293275,224,641,-281,Backhand Drive
2926293285,222,683,-269,Backhand Drive
2926293295,203,742,-243,Backhand Drive
2926293305,209,791,-191,Backhand Drive
2926293315,205,890,-122,Backhand Drive
2926293325,211,968,-74,Backhand Drive
2926293335,199,1030,-19,Backhand Drive
2926293345,190,1086,15,Backhand Drive
2926293355,168,1131,22,Backhand Drive
2926293365,173,1129,-17,Backhand Drive
2926293375,175,1093,-46,Backhand Drive
2926293385,172,1063,-65,Backhand Drive
2926293395,176,1033,-74,Backhand Drive
2926293405,191,984,-59,Backhand Drive
2926293415,205,956,-35,Backhand Drive
2926293425,218,971,-38,Backhand Drive
2926293435,214,1003,-37,Backhand Drive
2926293445,201,1044,-27,Backhand Drive
2926293460,185,1031,-31,Backhand Drive
2926293470,182,996,-36,Backhand Drive
2926293480,163,965,-46,Backhand Drive
2926293490,181,914,-88,Backhand Drive
2926293500,202,850,-98,Backhand Drive
2926293510,216,812,-85,Backhand Drive
2926293520,241,799,-66,Backhand Drive
2926293530,251,797,-62,Backhand Drive
2926293540,256,799,-50,Backhand Drive
2926293550,255,784,-22,Backhand Drive
2926293560,255,800,-8,Backhand Drive
2926293570,264,801,-12,Backhand Drive
2926293580,273,784,-23,Backhand Drive
2926293590,296,802,-22,Backhand Drive
2926293600,327,834,-26,Backhand Drive
2926293610,349,861,-25,Backhand Drive
2926293620,361,931,-12,Backhand Drive
2926293630,370,977,-1,Backhand Drive
2926293640,363,1011,9,Backhand Drive
2926293650,356,1026,8,Backhand Drive
2926293660,343,1019,7,Backhand Drive
2926293670,335,1007,5,Backhand Drive
2926293680,333,999,-9,Backhand Drive
2926293690,343,985,-40,Backhand Drive
2926293700,338,995,-45,Backhand Drive
2926293710,349,955,-51,Backhand Drive
2926293720,357,924,-41,Backhand Drive
2926293730,350,901,-37,Backhand Drive
2926293740,348,904,-42,Backhand Drive
2926293750,340,923,-24,Backhand Drive
2926293760,330,938,-17,Backhand Drive
2926293770,328,923,-6,Backhand Drive
2926293780,319,922,5,Backhand Drive
2926293790,302,940,-10,Backhand Drive
2926293800,284,972,-37,Backhand Drive
2926293810,272,989,-30,Backhand Drive
2926293820,269,940,-32,Backhand Drive
2926293830,293,930,-10,Backhand Drive
2926293840,321,946,13,Backhand Drive
2926293850,346,949,40,Backhand Drive
2926293860,384,932,67,Backhand Drive
2926293870,408,915,86,Backhand Drive
2926293880,418,884,125,Backhand Drive
2926293890,425,849,118,Backhand Drive
2926293900,430,879,126,Backhand Drive
2926293910,432,947,121,Backhand Drive
2926293920,474,947,111,Backhand Drive
2926293930,525,959,99,Backhand Drive
2926293940,609,969,129,Backhand Drive
2926293950,664,980,116,Backhand Drive
2926293963,695,1042,150,Backhand Drive
2926293973,694,1068,189,Backhand Drive
2926293983,693,1010,206,Backhand Drive
2926293993,672,959,191,Backhand Drive
2926294003,658,911,191,Backhand Drive
2926294013,659,849,168,Backhand Drive
2926294023,709,838,171,Backhand Drive
2926294033,783,840,137,Backhand Drive
2926294043,856,841,132,Backhand Drive
2926294053,884,930,71,Backhand Drive
2926294063,895,1126,127,Backhand Drive
2926294073,927,1188,187,Backhand Drive
2926294083,1072,1091,220,Backhand Drive
2926294093,1257,1135,278,Backhand Drive
2926294103,1433,1204,326,Backhand Drive
2926294113,1599,1312,410,Backhand Drive
2926294123,1678,1453,389,Backhand Drive
2926294133,1784,1684,353,Backhand Drive
2926294143,1874,1909,466,Backhand Drive
2926294153,1842,1969,615,Backhand Drive
2926294163,1860,1906,769,Backhand Drive
2926294173,1868,1872,891,Backhand Drive
2926294183,1866,1838,984,Backhand Drive
2926294193,1741,1773,1100,Backhand Drive
2926294203,1657,1671,1256,Backhand Drive
2926294213,1559,1555,1388,Backhand Drive
2926294223,1407,1384,1382,Backhand Drive
2926294233,1238,1285,1055,Backhand Drive
2926294243,1034,1359,1035,Backhand Drive
2926294253,677,1250,1125,Backhand Drive
2926294263,420,973,1078,Backhand Drive
2926294273,153,802,938,Backhand Drive
2926294283,-89,735,818,Backhand Drive
2926294293,-393,720,670,Backhand Drive
2926294303,-698,586,420,Backhand Drive
2926294313,-1030,394,235,Backhand Drive
2926294323,-1367,256,202,Backhand Drive
2926294333,-1657,133,148,Backhand Drive
2926294343,-1926,38,82,Backhand Drive
2926294353,-2196,-58,93,Backhand Drive
2926294363,-2469,-239,38,Backhand Drive
2926294373,-2692,-406,-65,Backhand Drive
2926294383,-2806,-441,-229,Backhand Drive
2926294393,-2880,-318,-422,Backhand Drive
2926294403,-2856,-225,-581,Backhand Drive
2926294413,-2816,-208,-594,Backhand Drive
2926294423,-2825,-260,-520,Backhand Drive
2926294433,-2822,-262,-370,Backhand Drive
2926294443,-2804,-242,-331,Backhand Drive
2926294453,-2812,-173,-401,Backhand Drive
2926294468,-2886,93,-441,Backhand Drive
2926294478,-3127,312,-478,Backhand Drive
2926294488,-3410,331,-477,Backhand Drive
2926294498,-3828,277,-511,Backhand Drive
2926294508,-3999,323,-427,Backhand Drive
2926294518,-3999,494,-358,Backhand Drive
2926294528,-3999,1041,-260,Backhand Drive
2926294538,-3999,1327,-97,Backhand Drive
2926294548,-3999,1574,-49,Backhand Drive
2926294558,-3999,1937,-537,Backhand Drive
2926294568,-3999,2094,-961,Backhand Drive
2926294578,-3999,1868,-686,Backhand Drive
2926294588,-3999,1224,24,Backhand Drive
2926294598,-3999,902,1637,Backhand Drive
2926294608,-3999,3413,1592,Backhand Drive
2926294618,-3999,3999,808,Backhand Drive
2926294628,-3999,3999,331,Backhand Drive
2926294638,-3999,-1766,159,Backhand Drive
2926294648,-3999,-2640,1948,Backhand Drive
2926294658,-3999,-1528,3956,Backhand Drive
2926294668,-3999,974,3487,Backhand Drive
2926294678,-3999,3937,2519,Backhand Drive
2926294688,-3999,3999,2270,Backhand Drive
2926294698,-3750,2714,2127,Backhand Drive
2926294708,-2120,604,1820,Backhand Drive
2926294718,-2158,447,1850,Backhand Drive
2926294728,-2382,984,1870,Backhand Drive
2926294738,-2371,1067,1795,Backhand Drive
2926294748,-1631,615,1959,Backhand Drive
2926294758,-855,332,1991,Backhand Drive
2926294768,-686,477,1734,Backhand Drive
2926294778,-869,704,1331,Backhand Drive
2926294788,-941,808,1034,Backhand Drive
2926294798,-801,536,813,Backhand Drive
2926294808,-727,360,659,Backhand Drive
2926294818,-677,428,473,Backhand Drive
2926294828,-744,511,281,Backhand Drive
2926294838,-781,475,30,Backhand Drive
2926294848,-761,345,-192,Backhand Drive
2926294858,-694,29,-272,Backhand Drive
2926294868,-691,-135,-282,Backhand Drive
2926294878,-692,-248,-227,Backhand Drive
2926294888,-710,-112,-246,Backhand Drive
2926294898,-771,113,-344,Backhand Drive
2926294908,-876,261,-500,Backhand Drive
2926294918,-921,336,-649,Backhand Drive
2926294928,-850,108,-678,Backhand Drive
2926294938,-694,-166,-586,Backhand Drive
2926294948,-592,-301,-490,Backhand Drive
2926294958,-568,-280,-465,Backhand Drive
2926295222,-765,-56,-461,Backhand Drive
2926295232,-778,9,-471,Backhand Drive
2926295242,-800,18,-477,Backhand Drive
2926295252,-783,63,-491,Backhand Drive
2926295262,-778,64,-478,Backhand Drive
2926295272,-773,94,-474,Backhand Drive
2926295282,-781,55,-433,Backhand Drive
2926295292,-736,22,-400,Backhand Drive
2926295302,-709,0,-366,Backhand Drive
2926295312,-710,-15,-335,Backhand Drive
2926295322,-713,-15,-316,Backhand Drive
2926295332,-689,-90,-282,Backhand Drive
2926295342,-700,-101,-285,Backhand Drive
2926295352,-724,-29,-304,Backhand Drive
2926295362,-738,-30,-287,Backhand Drive
2926295372,-740,1,-273,Backhand Drive
2926295382,-724,-41,-228,Backhand Drive
2926295392,-723,-77,-152,Backhand Drive
2926295402,-733,-129,-78,Backhand Drive
2926295412,-747,-191,-5,Backhand Drive
2926295422,-744,-223,59,Backhand Drive
2926295432,-772,-204,127,Backhand Drive
2926295442,-806,-217,108,Backhand Drive
2926295452,-874,-215,76,Backhand Drive
2926295462,-906,-217,55,Backhand Drive
2926295476,-947,-184,4,Backhand Drive
2926295486,-1022,-141,-50,Backhand Drive
2926295496,-1085,-47,-84,Backhand Drive
2926295506,-1109,-47,-15,Backhand Drive
2926295516,-1141,-42,20,Backhand Drive
2926295526,-1134,-87,89,Backhand Drive
2926295536,-1170,-211,147,Backhand Drive
2926295546,-1246,-303,94,Backhand Drive
2926295556,-1333,-310,10,Backhand Drive
2926295566,-1394,-266,-90,Backhand Drive
2926295576,-1427,-240,-214,Backhand Drive
2926295586,-1447,-168,-238,Backhand Drive
2926295596,-1499,-49,-239,Backhand Drive
2926295606,-1617,109,-162,Backhand Drive
2926295616,-1636,258,-163,Backhand Drive
2926295626,-1606,340,-129,Backhand Drive
2926295636,-1625,384,-175,Backhand Drive
2926295646,-1638,418,-261,Backhand Drive
2926295656,-1586,328,-344,Backhand Drive
2926295666,-1573,253,-381,Backhand Drive
2926295676,-1560,250,-421,Backhand Drive
2926295686,-1505,307,-399,Backhand Drive
2926295696,-1493,297,-295,Backhand Drive
2926295706,-1509,283,-148,Backhand Drive
2926295716,-1521,336,-13,Backhand Drive
2926295726,-1485,430,53,Backhand Drive
2926295736,-1408,508,104,Backhand Drive
2926295746,-1341,563,110,Backhand Drive
2926295756,-1245,495,41,Backhand Drive
2926295766,-1135,399,-11,Backhand Drive
2926295776,-1091,351,-72,Backhand Drive
2926295786,-1019,330,-134,Backhand Drive
2926295796,-955,369,-161,Backhand Drive
2926295806,-926,413,-127,Backhand Drive
2926295816,-919,447,-125,Backhand Drive
2926295826,-905,461,-73,Backhand Drive
2926295836,-844,526,-26,Backhand Drive
2926295846,-772,639,-85,Backhand Drive
2926295856,-684,720,-118,Backhand Drive
2926295866,-585,715,-93,Backhand Drive
2926295876,-577,665,-89,Backhand Drive
2926295886,-595,563,-91,Backhand Drive
2926295896,-535,479,-114,Backhand Drive
2926295906,-448,497,-119,Backhand Drive
2926295916,-416,589,-153,Backhand Drive
2926295926,-363,682,-213,Backhand Drive
2926295936,-290,727,-236,Backhand Drive
2926295946,-280,766,-201,Backhand Drive
2926295956,-324,773,-159,Backhand Drive
2926295966,-351,758,-149,Backhand Drive
2926295976,-382,766,-128,Backhand Drive
2926295986,-450,750,-148,Backhand Drive
2926295996,-488,771,-267,Backhand Drive
2926296006,-541,895,-261,Backhand Drive
2926296016,-613,1000,-248,Backhand Drive
2926296026,-582,980,-216,Backhand Drive
2926296036,-516,912,-226,Backhand Drive
2926296046,-475,876,-124,Backhand Drive
2926296056,-484,952,-59,Backhand Drive
2926296066,-531,1095,-33,Backhand Drive
2926296076,-579,1260,6,Backhand Drive
2926296086,-599,1315,-89,Backhand Drive
2926296096,-568,1147,-116,Backhand Drive
2926296106,-542,894,-106,Backhand Drive
2926296116,-491,739,-150,Backhand Drive
2926296126,-409,683,-173,Backhand Drive
2926296136,-353,719,-193,Backhand Drive
2926296146,-340,893,-117,Backhand Drive
2926296156,-316,991,-88,Backhand Drive
2926296166,-253,991,24,Backhand Drive
