time,x,y,z,shot
2926311082,-2899,858,-361,Backhand Drive
2926311092,-3160,819,-422,Backhand Drive
2926311102,-3495,771,-602,Backhand Drive
2926311112,-3868,730,-739,Backhand Drive
2926311122,-3999,549,-932,Backhand Drive
2926311132,-3999,515,-999,Backhand Drive
2926311142,-3999,726,-1001,Backhand Drive
2926311152,-3999,1228,-1012,Backhand Drive
2926311162,-3999,1799,-922,Backhand Drive
2926311172,-3999,1733,-968,Backhand Drive
2926311182,-3999,1545,-738,Backhand Drive
2926311192,-3999,1395,177,Backhand Drive
2926311202,-3999,1669,1048,Backhand Drive
2926311212,-3999,3999,1586,Backhand Drive
2926311222,-3999,3999,-3178,Backhand Drive
2926311232,-3999,3440,-252,Backhand Drive
2926311242,-3767,-1233,-291,Backhand Drive
2926311252,-3999,-3200,850,Backhand Drive
2926311262,-3999,-1973,2277,Backhand Drive
2926311272,-3999,-12,3123,Backhand Drive
2926311282,-3999,1816,2799,Backhand Drive
2926311292,-3999,3679,2352,Backhand Drive
2926311302,-3929,3705,2452,Backhand Drive
2926311312,-2241,2295,2221,Backhand Drive
2926311322,-1740,1221,1820,Backhand Drive
2926311333,-1856,778,1519,Backhand Drive
2926311343,-1985,920,1019,Backhand Drive
2926311353,-1996,869,703,Backhand Drive
2926311363,-1573,454,676,Backhand Drive
2926311373,-1005,-15,934,Backhand Drive
2926311383,-652,15,1087,Backhand Drive
2926311393,-616,420,1002,Backhand Drive
2926311403,-696,515,814,Backhand Drive
2926311413,-866,745,535,Backhand Drive
2926311423,-889,806,343,Backhand Drive
2926311433,-883,589,123,Backhand Drive
2926311443,-821,347,-65,Backhand Drive
2926311453,-653,130,-154,Backhand Drive
2926311463,-581,-106,-171,Backhand Drive
2926311473,-567,-202,-172,Backhand Drive
2926311483,-614,-146,-215,Backhand Drive
2926311493,-734,21,-326,Backhand Drive
2926311503,-758,55,-421,Backhand Drive
2926311513,-800,66,-494,Backhand Drive
2926311523,-732,-59,-541,Backhand Drive
2926311533,-704,-217,-604,Backhand Drive
2926311543,-672,-370,-629,Backhand Drive
2926311553,-721,-389,-669,Backhand Drive
2926311563,-721,-388,-692,Backhand Drive
2926311573,-716,-321,-712,Backhand Drive
2926311587,-725,-199,-721,Backhand Drive
2926311597,-741,-81,-686,Backhand Drive
2926311607,-753,-46,-621,Backhand Drive
2926311617,-725,-67,-629,Backhand Drive
2926311627,-718,-192,-607,Backhand Drive
2926311637,-719,-211,-647,Backhand Drive
2926311647,-728,-260,-673,Backhand Drive
2926311657,-700,-273,-706,Backhand Drive
2926311667,-719,-201,-704,Backhand Drive
2926311677,-763,-156,-644,Backhand Drive
2926311687,-784,-59,-640,Backhand Drive
2926311697,-758,-110,-593,Backhand Drive
2926311707,-772,-114,-575,Backhand Drive
2926311717,-755,-139,-620,Backhand Drive
2926311727,-789,-125,-656,Backhand Drive
2926311737,-763,-89,-705,Backhand Drive
2926311747,-743,-83,-717,Backhand Drive
2926311757,-727,-126,-692,Backhand Drive
2926311767,-705,-198,-659,Backhand Drive
2926311777,-701,-218,-651,Backhand Drive
2926311787,-731,-227,-654,Backhand Drive
2926311797,-785,-188,-700,Backhand Drive
2926311807,-788,-197,-710,Backhand Drive
2926311817,-779,-197,-700,Backhand Drive
2926311827,-752,-211,-658,Backhand Drive
2926311837,-723,-241,-630,Backhand Drive
2926311847,-713,-259,-619,Backhand Drive
2926311857,-747,-248,-637,Backhand Drive
2926311867,-766,-192,-678,Backhand Drive
2926311877,-775,-157,-698,Backhand Drive
2926311887,-748,-223,-706,Backhand Drive
2926311897,-727,-208,-700,Backhand Drive
2926311907,-723,-224,-675,Backhand Drive
2926311917,-730,-200,-651,Backhand Drive
2926311927,-731,-188,-632,Backhand Drive
2926311937,-742,-191,-625,Backhand Drive
2926311947,-756,-175,-613,Backhand Drive
2926311957,-730,-173,-628,Backhand Drive
2926311967,-743,-134,-627,Backhand Drive
2926311977,-709,-194,-591,Backhand Drive
2926311987,-696,-204,-580,Backhand Drive
2926311997,-678,-251,-538,Backhand Drive
2926312007,-683,-261,-507,Backhand Drive
2926312017,-678,-259,-520,Backhand Drive
2926312027,-709,-213,-517,Backhand Drive
2926312037,-726,-180,-509,Backhand Drive
2926312047,-737,-135,-510,Backhand Drive
2926312057,-749,-168,-483,Backhand Drive
2926312067,-766,-146,-460,Backhand Drive
2926312077,-760,-198,-431,Backhand Drive
2926312091,-781,-196,-424,Backhand Drive
2926312101,-807,-200,-408,Backhand Drive
2926312111,-819,-185,-367,Backhand Drive
2926312121,-843,-186,-304,Backhand Drive
2926312131,-851,-214,-227,Backhand Drive
2926312141,-844,-262,-137,Backhand Drive
2926312151,-846,-316,-47,Backhand Drive
2926312161,-878,-308,-22,Backhand Drive
2926312171,-936,-279,-9,Backhand Drive
2926312181,-971,-291,-37,Backhand Drive
2926312191,-917,-257,-109,Backhand Drive
2926312201,-958,-255,-127,Backhand Drive
2926312211,-979,-211,-130,Backhand Drive
2926312221,-984,-216,-107,Backhand Drive
2926312231,-989,-247,-64,Backhand Drive
2926312241,-999,-225,-50,Backhand Drive
2926312251,-1023,-195,-61,Backhand Drive
2926312261,-1095,-141,-36,Backhand Drive
2926312271,-1197,-10,-117,Backhand Drive
2926312281,-1125,35,-131,Backhand Drive
2926312291,-1129,-18,-96,Backhand Drive
2926312301,-1141,-78,-52,Backhand Drive
2926312311,-1138,-106,-31,Backhand Drive
2926312321,-1167,-82,-13,Backhand Drive
2926312331,-1221,-40,-44,Backhand Drive
2926312341,-1243,20,-64,Backhand Drive
2926312351,-1279,66,-65,Backhand Drive
2926312361,-1322,109,-65,Backhand Drive
2926312371,-1347,151,-74,Backhand Drive
2926312381,-1403,267,-99,Backhand Drive
2926312391,-1434,330,-98,Backhand Drive
2926312401,-1403,255,-30,Backhand Drive
2926312411,-1592,460,-48,Backhand Drive
2926312421,-1664,744,-60,Backhand Drive
2926312431,-1514,544,-108,Backhand Drive
2926312441,-1348,324,-74,Backhand Drive
2926312451,-1332,416,-70,Backhand Drive
2926312461,-1346,504,-133,Backhand Drive
2926312471,-1271,463,-145,Backhand Drive
2926312481,-1240,442,-123,Backhand Drive
2926312491,-1257,488,-96,Backhand Drive
2926312501,-1222,606,-108,Backhand Drive
2926312511,-1122,720,-111,Backhand Drive
2926312521,-1003,807,-151,Backhand Drive
2926312531,-854,787,-186,Backhand Drive
2926312541,-755,682,-207,Backhand Drive
2926312551,-683,573,-252,Backhand Drive
2926312561,-685,544,-285,Backhand Drive
2926312571,-676,543,-278,Backhand Drive
2926312581,-655,547,-267,Backhand Drive
2926312595,-631,580,-254,Backhand Drive
2926312605,-596,615,-209,Backhand Drive
2926312615,-590,635,-191,Backhand Drive
2926312625,-545,702,-247,Backhand Drive
2926312635,-512,783,-265,Backhand Drive
2926312645,-527,795,-258,Backhand Drive
2926312655,-612,751,-295,Backhand Drive
2926312665,-662,744,-305,Backhand Drive
2926312675,-681,790,-246,Backhand Drive
2926312685,-712,838,-224,Backhand Drive
2926312695,-754,931,-219,Backhand Drive
2926312705,-770,1038,-187,Backhand Drive
2926312715,-793,1128,-143,Backhand Drive
2926312725,-842,1240,-130,Backhand Drive
2926312735,-843,1274,-104,Backhand Drive
2926312745,-897,1271,-79,Backhand Drive
2926312755,-944,1186,-39,Backhand Drive
2926312765,-941,1097,-60,Backhand Drive
2926312775,-905,1086,-68,Backhand Drive
2926312785,-835,1115,-42,Backhand Drive
2926312795,-802,1137,-17,Backhand Drive
2926312805,-727,1108,-31,Backhand Drive
2926312815,-645,1106,-32,Backhand Drive
2926312825,-583,1068,2,Backhand Drive
2926312835,-527,1021,44,Backhand Drive
2926312845,-483,911,81,Backhand Drive
2926312855,-415,805,119,Backhand Drive
2926312865,-389,778,137,Backhand Drive
2926312875,-362,786,121,Backhand Drive
2926312885,-310,817,105,Backhand Drive
2926312895,-249,770,42,Backhand Drive
2926312905,-205,702,16,Backhand Drive
2926312915,-159,612,18,Backhand Drive
2926312925,-116,501,22,Backhand Drive
2926312935,-52,389,21,Backhand Drive
2926312945,-11,309,21,Backhand Drive
2926312955,16,254,48,Backhand Drive
2926312965,42,207,76,Backhand Drive
2926312975,43,234,133,Backhand Drive
2926312985,49,287,129,Backhand Drive
2926312995,55,332,70,Backhand Drive
2926313005,43,331,44,Backhand Drive
2926313015,23,347,30,Backhand Drive
2926313025,20,339,42,Backhand Drive
2926313035,31,333,39,Backhand Drive
2926313045,33,426,73,Backhand Drive
2926313055,89,479,51,Backhand Drive
2926313065,146,545,36,Backhand Drive
2926313075,185,702,49,Backhand Drive
2926313085,219,911,96,Backhand Drive
2926313095,233,1049,129,Backhand Drive
2926313105,226,1126,139,Backhand Drive
2926313115,187,1179,140,Backhand Drive
2926313125,186,1197,143,Backhand Drive
2926313135,224,1225,121,Backhand Drive
2926313145,261,1229,70,Backhand Drive
2926313155,344,1184,39,Backhand Drive
2926313165,441,1234,39,Backhand Drive
2926313175,526,1353,93,Backhand Drive
2926313185,562,1452,156,Backhand Drive
2926313195,589,1542,226,Backhand Drive
2926313205,565,1543,256,Backhand Drive
2926313215,507,1518,210,Backhand Drive
2926313225,416,1557,139,Backhand Drive
2926313235,391,1473,4,Backhand Drive
2926313245,423,1311,-61,Backhand Drive
2926313255,450,1166,-77,Backhand Drive
2926313265,493,1085,-91,Backhand Drive
2926313275,533,1023,-115,Backhand Drive
2926313285,552,975,-75,Backhand Drive
2926313295,571,925,-12,Backhand Drive
2926313305,587,889,46,Backhand Drive
2926313315,581,834,43,Backhand Drive
2926313325,547,793,54,Backhand Drive
2926313335,497,736,29,Backhand Drive
2926313349,449,694,-10,Backhand Drive
2926313359,409,626,-27,Backhand Drive
2926313369,403,522,-26,Backhand Drive
2926313379,449,419,-45,Backhand Drive
2926313389,469,374,-55,Backhand Drive
2926313399,459,402,-14,Backhand Drive
2926313409,435,423,14,Backhand Drive
2926313419,394,396,50,Backhand Drive
2926313429,380,370,92,Backhand Drive
2926313439,375,374,106,Backhand Drive
2926313449,377,411,117,Backhand Drive
2926313459,387,477,102,Backhand Drive
2926313469,407,501,83,Backhand Drive
2926313479,412,510,75,Backhand Drive
2926313489,422,516,71,Backhand Drive
2926313499,412,555,75,Backhand Drive
2926313509,429,612,94,Backhand Drive
2926313519,440,683,117,Backhand Drive
2926313529,469,735,132,Backhand Drive
2926313539,507,769,118,Backhand Drive
2926313549,518,803,103,Backhand Drive
2926313559,498,828,103,Backhand Drive
2926313569,512,875,80,Backhand Drive
2926313579,568,859,48,Backhand Drive
2926313589,625,862,39,Backhand Drive
2926313599,669,870,30,Backhand Drive
2926313609,697,885,24,Backhand Drive
2926313619,709,911,32,Backhand Drive
2926313629,657,958,39,Backhand Drive
2926313639,601,991,31,Backhand Drive
2926313649,573,1002,22,Backhand Drive
2926313659,545,1026,-14,Backhand Drive
2926313669,546,1009,-58,Backhand Drive
2926313679,560,960,-98,Backhand Drive
2926313689,567,896,-129,Backhand Drive
2926313699,585,830,-156,Backhand Drive
2926313709,593,737,-185,Backhand Drive
2926313719,606,683,-217,Backhand Drive
2926313729,573,694,-200,Backhand Drive
2926313739,549,605,-193,Backhand Drive
2926313749,529,580,-195,Backhand Drive
2926313759,516,565,-213,Backhand Drive
2926313769,510,570,-171,Backhand Drive
2926313779,514,557,-153,Backhand Drive
2926313789,527,586,-129,Backhand Drive
2926313799,541,658,-84,Backhand Drive
2926313809,544,691,-64,Backhand Drive
2926313819,554,691,-34,Backhand Drive
2926313829,564,701,-13,Backhand Drive
2926313839,570,719,-2,Backhand Drive
2926313853,599,715,11,Backhand Drive
2926313863,609,701,10,Backhand Drive
2926313873,632,683,14,Backhand Drive
2926313883,669,675,50,Backhand Drive
2926313893,692,690,47,Backhand Drive
2926313903,742,702,66,Backhand Drive
2926313913,753,761,72,Backhand Drive
2926313923,733,821,84,Backhand Drive
2926313933,690,857,103,Backhand Drive
2926313943,650,834,109,Backhand Drive
2926313953,628,788,109,Backhand Drive
2926313963,601,772,78,Backhand Drive
2926313973,596,744,38,Backhand Drive
2926313983,604,708,15,Backhand Drive
2926313993,625,646,7,Backhand Drive
2926314003,651,599,28,Backhand Drive
2926314013,654,588,35,Backhand Drive
2926314023,664,598,47,Backhand Drive
2926314033,658,635,69,Backhand Drive
2926314043,646,643,66,Backhand Drive
2926314053,638,625,65,Backhand Drive
2926314063,619,626,70,Backhand Drive
2926314073,609,629,72,Backhand Drive
2926314083,631,638,63,Backhand Drive
2926314093,636,682,62,Backhand Drive
2926314103,656,700,68,Backhand Drive
2926314113,666,705,83,Backhand Drive
2926314123,673,717,97,Backhand Drive
2926314133,672,751,93,Backhand Drive
2926314143,669,756,94,Backhand Drive
2926314153,661,755,83,Backhand Drive
2926314163,648,767,78,Backhand Drive
2926314173,655,755,66,Backhand Drive
2926314183,658,765,61,Backhand Drive
2926314193,662,760,45,Backhand Drive
2926314203,643,753,8,Backhand Drive
2926314213,630,775,0,Backhand Drive
2926314223,606,785,-13,Backhand Drive
2926314233,608,772,-34,Backhand Drive
2926314243,606,777,-42,Backhand Drive
2926314253,613,760,-57,Backhand Drive
2926314263,629,733,-56,Backhand Drive
2926314273,639,721,-63,Backhand Drive
2926314283,636,717,-69,Backhand Drive
2926314293,637,714,-76,Backhand Drive
2926314303,631,723,-80,Backhand Drive
2926314313,635,730,-80,Backhand Drive
2926314323,636,736,-67,Backhand Drive
2926314333,649,743,-62,Backhand Drive
2926314343,661,751,-49,Backhand Drive
2926314356,666,756,-32,Backhand Drive
2926314366,673,751,-21,Backhand Drive
2926314376,686,744,-9,Backhand Drive
2926314386,688,749,-9,Backhand Drive
2926314396,685,730,9,Backhand Drive
2926314406,687,718,12,Backhand Drive
2926314416,687,742,7,Backhand Drive
2926314426,690,738,3,Backhand Drive
2926314436,685,741,-6,Backhand Drive
2926314446,690,738,-13,Backhand Drive
2926314456,676,736,-13,Backhand Drive
2926314466,669,727,-6,Backhand Drive
2926314476,673,725,-6,Backhand Drive
2926314486,680,718,-7,Backhand Drive
2926314496,682,705,-1,Backhand Drive
2926314506,702,716,1,Backhand Drive
2926314516,711,733,15,Backhand Drive
2926314526,711,722,19,Backhand Drive
2926314536,708,752,22,Backhand Drive
2926314546,712,801,22,Backhand Drive
2926314556,693,807,13,Backhand Drive
2926314566,688,792,28,Backhand Drive
2926314576,677,797,42,Backhand Drive
2926314586,697,791,44,Backhand Drive
2926314596,686,800,66,Backhand Drive
2926314606,697,812,74,Backhand Drive
2926314616,710,803,91,Backhand Drive
2926314626,705,794,95,Backhand Drive
2926314636,696,832,100,Backhand Drive
2926314646,693,849,86,Backhand Drive
2926314656,693,825,93,Backhand Drive
2926314666,684,816,116,Backhand Drive
2926314676,681,773,132,Backhand Drive
2926314686,691,759,148,Backhand Drive
2926314696,703,749,124,Backhand Drive
2926314706,718,721,124,Backhand Drive
2926314716,722,671,107,Backhand Drive
2926314726,730,658,94,Backhand Drive
2926314736,745,660,73,Backhand Drive
2926314746,761,641,79,Backhand Drive
2926314756,779,626,108,Backhand Drive
2926314766,810,625,106,Backhand Drive
2926314776,846,627,119,Backhand Drive
2926314786,847,670,99,Backhand Drive
2926314796,844,668,78,Backhand Drive
2926314806,825,656,66,Backhand Drive
2926314816,821,654,51,Backhand Drive
2926314826,799,635,38,Backhand Drive
2926314836,812,617,30,Backhand Drive
2926314846,856,609,62,Backhand Drive
2926314859,916,662,115,Backhand Drive
2926314869,970,714,142,Backhand Drive
2926314879,1032,769,133,Backhand Drive
2926314889,1104,860,171,Backhand Drive
2926314899,1147,949,197,Backhand Drive
2926314909,1156,951,247,Backhand Drive
2926314919,1156,943,268,Backhand Drive
2926314929,1189,905,312,Backhand Drive
2926314939,1234,888,348,Backhand Drive
2926314949,1332,874,408,Backhand Drive
2926314959,1414,875,442,Backhand Drive
2926314969,1496,917,445,Backhand Drive
2926314979,1563,915,429,Backhand Drive
2926314989,1595,902,418,Backhand Drive
2926314999,1597,896,448,Backhand Drive
2926315009,1578,880,419,Backhand Drive
2926315019,1584,909,360,Backhand Drive
2926315029,1561,911,439,Backhand Drive
2926315039,1457,860,496,Backhand Drive
2926315049,1328,776,518,Backhand Drive
2926315059,1271,655,487,Backhand Drive
2926315069,1162,593,445,Backhand Drive
2926315079,991,524,421,Backhand Drive
2926315089,871,446,285,Backhand Drive
2926315099,687,352,225,Backhand Drive
2926315360,-3999,1047,-1117,Backhand Drive
2926315370,-3999,1355,-1142,Backhand Drive
2926315380,-3999,1522,-956,Backhand Drive
2926315390,-3999,2014,-710,Backhand Drive
2926315400,-3999,2713,-769,Backhand Drive
2926315410,-3999,3030,-771,Backhand Drive
2926315420,-3999,2796,-597,Backhand Drive
2926315430,-3999,1842,118,Backhand Drive
2926315440,-3999,106,1182,Backhand Drive
2926315450,-3999,3190,3218,Backhand Drive
2926315460,-3999,3999,-3206,Backhand Drive
2926315470,-3878,2687,-144,Backhand Drive
2926315480,-3999,-2375,257,Backhand Drive
2926315490,-3999,-2413,1655,Backhand Drive
2926315500,-3999,-1322,3181,Backhand Drive
2926315510,-3999,321,3999,Backhand Drive
2926315520,-3999,3722,3119,Backhand Drive
2926315530,-3999,3999,2404,Backhand Drive
2926315540,-3364,3301,2102,Backhand Drive
2926315550,-1940,1867,1915,Backhand Drive
2926315560,-1434,1224,1456,Backhand Drive
2926315570,-1793,1366,828,Backhand Drive
2926315580,-1970,1559,143,Backhand Drive
2926315590,-1712,989,-80,Backhand Drive
2926315600,-1294,244,171,Backhand Drive
2926315614,-936,-33,487,Backhand Drive
2926315624,-834,143,799,Backhand Drive
2926315634,-801,343,778,Backhand Drive
2926315644,-777,574,703,Backhand Drive
2926315654,-805,574,545,Backhand Drive
2926315664,-892,576,355,Backhand Drive
2926315674,-828,439,205,Backhand Drive
2926315684,-783,341,68,Backhand Drive
2926315694,-736,210,-38,Backhand Drive
2926315704,-710,151,-149,Backhand Drive
2926315714,-701,87,-214,Backhand Drive
2926315724,-697,0,-238,Backhand Drive
2926315734,-660,-52,-249,Backhand Drive
2926315744,-709,42,-285,Backhand Drive
2926315754,-753,23,-367,Backhand Drive
2926315764,-766,-8,-439,Backhand Drive
2926315774,-738,-82,-488,Backhand Drive
2926315784,-764,-168,-547,Backhand Drive
2926315794,-723,-222,-564,Backhand Drive
2926315804,-731,-285,-561,Backhand Drive
2926315814,-730,-246,-578,Backhand Drive
2926315824,-724,-161,-609,Backhand Drive
2926315834,-729,-145,-610,Backhand Drive
2926315844,-756,-126,-602,Backhand Drive
2926315854,-798,-53,-588,Backhand Drive
2926316118,-819,-214,-580,Backhand Drive
2926316128,-802,-213,-612,Backhand Drive
2926316138,-789,-209,-621,Backhand Drive
2926316148,-785,-157,-620,Backhand Drive
2926316158,-752,-159,-590,Backhand Drive
2926316168,-731,-168,-561,Backhand Drive
2926316178,-733,-130,-566,Backhand Drive
2926316188,-719,-147,-553,Backhand Drive
2926316198,-719,-181,-591,Backhand Drive
2926316208,-729,-189,-621,Backhand Drive
2926316218,-736,-214,-642,Backhand Drive
2926316228,-748,-186,-628,Backhand Drive
2926316238,-749,-174,-616,Backhand Drive
2926316248,-732,-174,-610,Backhand Drive
2926316258,-717,-181,-589,Backhand Drive
2926316268,-710,-203,-566,Backhand Drive
2926316278,-724,-206,-573,Backhand Drive
2926316288,-745,-181,-585,Backhand Drive
2926316298,-748,-191,-587,Backhand Drive
2926316308,-738,-188,-577,Backhand Drive
2926316318,-754,-179,-555,Backhand Drive
2926316328,-756,-161,-544,Backhand Drive
2926316338,-758,-154,-506,Backhand Drive
2926316348,-760,-177,-482,Backhand Drive
2926316358,-753,-205,-457,Backhand Drive
2926316368,-767,-182,-455,Backhand Drive
2926316378,-780,-176,-425,Backhand Drive
2926316388,-785,-176,-400,Backhand Drive
2926316398,-780,-187,-388,Backhand Drive
2926316408,-780,-184,-380,Backhand Drive
2926316418,-761,-197,-360,Backhand Drive
2926316428,-758,-186,-351,Backhand Drive
2926316438,-766,-161,-342,Backhand Drive
2926316448,-777,-140,-313,Backhand Drive
2926316458,-781,-127,-264,Backhand Drive
2926316468,-779,-131,-210,Backhand Drive
2926316478,-790,-134,-112,Backhand Drive
2926316488,-836,-142,-44,Backhand Drive
2926316498,-877,-156,-67,Backhand Drive
2926316508,-933,-125,-74,Backhand Drive
2926316518,-951,-146,-89,Backhand Drive
2926316528,-949,-159,-63,Backhand Drive
2926316538,-943,-193,-49,Backhand Drive
2926316548,-952,-210,-39,Backhand Drive
2926316558,-964,-188,-22,Backhand Drive
2926316568,-1025,-140,-10,Backhand Drive
2926316578,-1077,-147,-1,Backhand Drive
2926316588,-1146,-128,-74,Backhand Drive
2926316598,-1228,-60,-93,Backhand Drive
2926316608,-1261,-60,-122,Backhand Drive
2926316622,-1283,-80,-109,Backhand Drive
2926316632,-1306,-74,-98,Backhand Drive
2926316642,-1329,-99,-70,Backhand Drive
2926316652,-1355,-129,-16,Backhand Drive
2926316662,-1389,-187,15,Backhand Drive
2926316672,-1431,-158,15,Backhand Drive
2926316682,-1491,-154,-12,Backhand Drive
2926316692,-1553,-135,30,Backhand Drive
2926316702,-1569,-118,-43,Backhand Drive
2926316712,-1562,-40,-36,Backhand Drive
2926316722,-1535,-32,-1,Backhand Drive
2926316732,-1533,32,33,Backhand Drive
2926316742,-1529,104,41,Backhand Drive
2926316752,-1497,102,-3,Backhand Drive
2926316762,-1469,109,-75,Backhand Drive
2926316772,-1471,221,-169,Backhand Drive
2926316782,-1417,272,-233,Backhand Drive
2926316792,-1338,277,-259,Backhand Drive
2926316802,-1289,302,-221,Backhand Drive
2926316812,-1232,309,-138,Backhand Drive
2926316822,-1204,297,-40,Backhand Drive
2926316832,-1169,308,37,Backhand Drive
2926316842,-1096,362,65,Backhand Drive
2926316852,-1068,467,67,Backhand Drive
2926316862,-1055,535,32,Backhand Drive
2926316872,-967,552,-39,Backhand Drive
2926316882,-897,532,-96,Backhand Drive
2926316892,-871,512,-99,Backhand Drive
2926316902,-836,484,-75,Backhand Drive
2926316912,-796,439,-22,Backhand Drive
2926316922,-781,464,-17,Backhand Drive
2926316932,-773,519,-65,Backhand Drive
2926316942,-748,572,-185,Backhand Drive
2926316952,-708,664,-198,Backhand Drive
2926316962,-697,696,-198,Backhand Drive
2926316972,-729,623,-190,Backhand Drive
2926316982,-706,558,-164,Backhand Drive
2926316992,-658,536,-132,Backhand Drive
2926317002,-629,559,-158,Backhand Drive
2926317012,-613,583,-116,Backhand Drive
2926317022,-582,556,-119,Backhand Drive
2926317032,-569,556,-170,Backhand Drive
2926317042,-542,576,-234,Backhand Drive
2926317052,-530,669,-247,Backhand Drive
2926317062,-531,785,-239,Backhand Drive
2926317072,-553,875,-232,Backhand Drive
2926317082,-512,938,-256,Backhand Drive
2926317092,-502,960,-230,Backhand Drive
2926317102,-520,970,-190,Backhand Drive
2926317112,-523,955,-145,Backhand Drive
2926317122,-503,921,-127,Backhand Drive
2926317132,-538,981,-134,Backhand Drive
2926317142,-567,1061,-148,Backhand Drive
2926317152,-575,1160,-172,Backhand Drive
2926317162,-583,1225,-166,Backhand Drive
2926317172,-591,1212,-86,Backhand Drive
2926317182,-592,1178,-29,Backhand Drive
2926317192,-563,1132,17,Backhand Drive
2926317202,-541,1137,44,Backhand Drive
2926317212,-531,1158,66,Backhand Drive
2926317222,-474,1101,76,Backhand Drive
2926317232,-435,1038,83,Backhand Drive
2926317242,-412,1001,111,Backhand Drive
2926317252,-365,1000,128,Backhand Drive
2926317262,-314,956,115,Backhand Drive
2926317272,-227,917,120,Backhand Drive
2926317282,-157,916,124,Backhand Drive
2926317292,-110,928,141,Backhand Drive
2926317302,-77,948,131,Backhand Drive
2926317312,-40,905,94,Backhand Drive
2926317322,-15,816,80,Backhand Drive
2926317332,9,717,77,Backhand Drive
2926317342,17,630,90,Backhand Drive
2926317352,26,559,88,Backhand Drive
2926317362,50,479,57,Backhand Drive
2926317376,60,397,47,Backhand Drive
2926317386,68,308,26,Backhand Drive
2926317396,67,245,17,Backhand Drive
2926317406,75,189,12,Backhand Drive
2926317416,109,109,-14,Backhand Drive
2926317426,115,98,-84,Backhand Drive
2926317436,97,186,-104,Backhand Drive
2926317446,107,300,-136,Backhand Drive
2926317456,124,349,-126,Backhand Drive
2926317466,146,376,-61,Backhand Drive
2926317476,215,389,23,Backhand Drive
2926317486,303,481,127,Backhand Drive
2926317496,379,545,203,Backhand Drive
2926317506,441,601,156,Backhand Drive
2926317516,445,847,143,Backhand Drive
2926317526,399,1061,79,Backhand Drive
2926317536,373,1225,96,Backhand Drive
2926317546,363,1276,122,Backhand Drive
2926317556,339,1275,174,Backhand Drive
2926317566,322,1265,224,Backhand Drive
2926317576,361,1289,229,Backhand Drive
2926317586,417,1339,223,Backhand Drive
2926317596,423,1427,251,Backhand Drive
2926317606,433,1501,271,Backhand Drive
2926317616,411,1611,293,Backhand Drive
2926317626,387,1559,240,Backhand Drive
2926317636,363,1439,192,Backhand Drive
2926317646,355,1413,163,Backhand Drive
2926317656,347,1374,113,Backhand Drive
2926317666,355,1286,78,Backhand Drive
2926317676,381,1178,34,Backhand Drive
2926317686,406,1077,0,Backhand Drive
2926317696,423,954,-16,Backhand Drive
2926317706,443,828,-17,Backhand Drive
2926317716,458,719,9,Backhand Drive
2926317726,464,602,1,Backhand Drive
2926317736,441,531,-8,Backhand Drive
2926317746,415,500,-52,Backhand Drive
2926317756,370,509,-98,Backhand Drive
2926317766,356,500,-127,Backhand Drive
2926317776,356,464,-125,Backhand Drive
2926317786,342,403,-105,Backhand Drive
2926317796,339,364,-92,Backhand Drive
2926317806,348,343,-80,Backhand Drive
2926317816,358,339,-62,Backhand Drive
2926317826,370,359,-47,Backhand Drive
2926317836,384,354,-68,Backhand Drive
2926317846,380,381,-43,Backhand Drive
2926317856,372,442,-30,Backhand Drive
2926317866,383,461,-10,Backhand Drive
2926317880,398,476,-24,Backhand Drive
2926317890,413,605,-25,Backhand Drive
2926317900,416,726,-4,Backhand Drive
2926317910,418,824,40,Backhand Drive
2926317920,412,926,41,Backhand Drive
2926317930,407,995,55,Backhand Drive
2926317940,375,1065,89,Backhand Drive
2926317950,336,1102,65,Backhand Drive
2926317960,278,1169,48,Backhand Drive
2926317970,255,1219,-16,Backhand Drive
2926317980,268,1293,-62,Backhand Drive
2926317990,317,1270,-95,Backhand Drive
2926318000,398,1263,-70,Backhand Drive
2926318010,439,1310,-42,Backhand Drive
2926318020,453,1368,-40,Backhand Drive
2926318030,448,1408,-23,Backhand Drive
2926318040,379,1448,-12,Backhand Drive
2926318050,321,1431,-35,Backhand Drive
2926318060,265,1348,-84,Backhand Drive
2926318070,242,1229,-160,Backhand Drive
2926318080,231,1119,-218,Backhand Drive
2926318090,249,956,-278,Backhand Drive
2926318100,274,809,-308,Backhand Drive
2926318110,289,685,-314,Backhand Drive
2926318120,295,590,-292,Backhand Drive
2926318130,301,547,-269,Backhand Drive
2926318140,304,563,-239,Backhand Drive
2926318150,311,572,-254,Backhand Drive
2926318160,322,567,-237,Backhand Drive
2926318170,303,598,-223,Backhand Drive
2926318180,300,636,-214,Backhand Drive
2926318190,300,724,-209,Backhand Drive
2926318200,306,795,-219,Backhand Drive
2926318210,333,829,-206,Backhand Drive
2926318220,358,859,-178,Backhand Drive
2926318230,367,899,-146,Backhand Drive
2926318240,353,939,-111,Backhand Drive
2926318250,340,972,-74,Backhand Drive
2926318260,329,988,-27,Backhand Drive
2926318270,317,987,-8,Backhand Drive
2926318280,317,985,-15,Backhand Drive
2926318290,324,981,-28,Backhand Drive
2926318300,329,981,-48,Backhand Drive
2926318310,337,957,-69,Backhand Drive
2926318320,352,918,-79,Backhand Drive
2926318330,365,904,-80,Backhand Drive
2926318340,362,901,-81,Backhand Drive
2926318350,364,878,-64,Backhand Drive
